TransactionID,Date,Type,Category,SubCategory,Amount,PaymentMethod,Merchant
TXN0323,2025-05-26,Expense,Transportation,Taxi,-165.03,Debit Card,Ankara EGO
TXN0324,2025-05-26,Expense,Food,Cafe,-179.04,Cash,CarrefourSA
TXN0327,2025-05-27,Expense,Shopping,Electronics,-126.22,Credit Card,Trendyol
TXN0326,2025-05-27,Expense,Savings,FX,-822.73,Credit Card,IsYatirim
TXN0325,2025-05-27,Expense,Shopping,Clothing,-432.92,Debit Card,Zara
TXN0328,2025-05-28,Expense,Shopping,Clothing,-298.53,Debit Card,Zara
TXN0329,2025-05-28,Expense,Shopping,Home,-231.2,Debit Card,
TXN0330,2025-05-28,Expense,Food,Restaurant,-181.05,Debit Card,Starbucks
TXN0333,2025-05-29,Expense,Shopping,Electronics,-166.61,Cash,Zara
TXN0332,2025-05-29,Expense,Transportation,Taxi,-129.92,Cash,BiTaksi
TXN0331,2025-05-29,Expense,Food,Cafe,-110.05,Debit Card,Migros
TXN0334,2025-05-30,Expense,food,Groceries,-95.05,Debit Card,Local Cafe
TXN0335,2025-05-31,Expense,Transportation,Taxi,-64.55,Credit Card,Shell
TXN0336,2025-06-01,Expense,Transportation,Fuel,-376.18,Debit Card,Ankara EGO
TXN0337,2025-06-01,Expense,Housing,Rent,-8500.0,Bank Transfer,Landlord
TXN0338,2025-06-01,Expense,Food,Restaurant,-118.76,Credit Card,Getir
TXN0339,2025-06-01,Expense,Health,Pharmacy,-98.69,Debit Card,Eczane
TXN0340,2025-06-01,Expense,Entertainment,Streaming,-399.87,Debit Card,Biletix
TXN0341,2025-06-01,Income,Salary,Monthly Salary,33994.65,Bank Transfer,TechCorp A.S.
TXN0344,2025-06-02,Expense,Entertainment,Streaming,-189.72,Cash,Cinemaximum
TXN0343,2025-06-02,Expense,Food,Cafe,-253.92,Cash,Getir
TXN0342,2025-06-02,Expense,Transportation,Taxi,-218.35,Credit Card,Petrol Ofisi
TXN0347,2025-06-03,Expense,Food,Groceries,-37.79,Cash,Getir
TXN0348,2025-06-03,Expense,Food,Groceries,-237.01,Debit Card,Local Cafe
TXN0349,2025-06-03,Expense,Savings,Mutual Fund,-1093.7,Cash,IsYatirim
TXN0345,2025-06-03,Expense,Entertainment,Concert,-212.72,Cash,Biletix
TXN0346,2025-06-03,Expense,Education,Course,-605.26,Debit Card,D&R
TXN0350,2025-06-04,Expense,Entertainment,Concert,-177.01,Debit Card,Netflix
TXN0351,2025-06-04,Expense,Utilities,Internet,-90.41,Cash,Superonline
TXN0352,2025-06-05,Expense,Utilities,Water,-123.77,Cash,Superonline
TXN0353,2025-06-05,Expense,Savings,Mutual Fund,-515.02,Debit Card,IsYatirim
TXN0354,2025-06-05,Expense,Food,Groceries,-165.1,Debit Card,Migros
TXN0355,2025-06-05,Expense,Food,Restaurant,-177.73,Debit Card,Local Cafe
TXN0356,2025-06-05,Expense,Personal Care,Haircut,-424.86,Cash,Beauty Salon
TXN0357,2025-06-06,Expense,Transportation,Taxi,-82.83,Debit Card,Petrol Ofisi
TXN0361,2025-06-07,Expense,Transportation,Fuel,-98.94,Credit Card,BiTaksi
TXN0359,2025-06-07,Expense,Shopping,Electronics,-500.88,Cash,MediaMarkt
TXN0358,2025-06-07,Expense,Entertainment,Concert,-275.13,Debit Card,Cinemaximum
TXN0360,2025-06-07,Expense,Utilities,Phone,-171.02,Cash,Enerjisa
TXN0362,2025-06-08,Expense,Entertainment,Concert,-172.46,Cash,Biletix
TXN0364,2025-06-09,Expense,Entertainment,Cinema,-552.66,Credit Card,Biletix
TXN0363,2025-06-09,Expense,Food,Restaurant,-272.85,Credit Card,Migros
TXN0365,2025-06-09,Expense,Transportation,Taxi,-78.4,Debit Card,Ankara EGO
TXN0366,2025-06-10,Expense,Food,Cafe,-219.56,Cash,Local Cafe
TXN0367,2025-06-10,Expense,Transportation,Public Transport,-173.25,Cash,Ankara EGO
TXN0369,2025-06-10,Expense,Utilities,Electricity,-50.0,Credit Card,Enerjisa
TXN0368,2025-06-10,Expense,Transportation,Taxi,-159.87,Credit Card,BiTaksi
TXN0370,2025-06-11,Expense,Food,Groceries,-244.88,Credit Card,Starbucks
TXN0371,2025-06-11,Expense,Personal Care,Haircut,-175.29,Credit Card,Beauty Salon
TXN0372,2025-06-11,Expense,Food,Groceries,-134.97,Debit Card,Starbucks
TXN0373,2025-06-12,Expense,Personal Care,Cosmetics,-376.0,Cash,Sephora
TXN0374,2025-06-12,Expense,Education,Course,-441.54,Debit Card,Coursera
TXN0379,2025-06-13,Expense,Food,Groceries,-25.87,Debit Card,Migros
TXN0380,2025-06-13,Expense,Education,Book,-137.7,Debit Card,Udemy
TXN0377,2025-06-13,Expense,Entertainment,Streaming,-64.87,Debit Card,Cinemaximum
TXN0376,2025-06-13,Expense,Food,Cafe,-174.37,Cash,CarrefourSA
TXN0375,2025-06-13,Expense,Shopping,Home,-357.0,Debit Card,Zara
TXN0378,2025-06-13,Expense,Food,Groceries,-116.93,Cash,Local Cafe
TXN0381,2025-06-14,Expense,Health,Pharmacy,-211.11,Cash,Eczane
TXN0383,2025-06-14,Expense,Food,Restaurant,-151.8,Cash,Migros
TXN0382,2025-06-14,Expense,Food,Groceries,-77.47,Debit Card,Local Cafe
TXN0384,2025-06-15,Expense,Food,Cafe,-237.07,Debit Card,CarrefourSA
TXN0385,2025-06-16,Expense,Health,Pharmacy,-67.78,Cash,Eczane
TXN0386,2025-06-17,Expense,Education,Book,-581.82,Debit Card,Udemy
TXN0387,2025-06-17,Expense,Transportation,Public Transport,-48.71,Credit Card,Ankara EGO
TXN0388,2025-06-17,Expense,Food,Restaurant,-115.92,Debit Card,Migros
TXN0389,2025-06-18,Expense,Shopping,Electronics,-365.4,Debit Card,Trendyol
TXN0390,2025-06-19,Expense,Savings,FX,-825.95,Debit Card,IsYatirim
TXN0391,2025-06-19,Expense,Entertainment,Cinema,-146.78,Debit Card,Netflix
TXN0392,2025-06-19,Expense,Food,Restaurant,-206.84,Credit Card,CarrefourSA
TXN0395,2025-06-20,Expense,Transportation,Fuel,-143.36,Cash,Ankara EGO
TXN0394,2025-06-20,Expense,Shopping,Clothing,-402.63,Credit Card,MediaMarkt
TXN0393,2025-06-20,Expense,Entertainment,Concert,-284.08,Debit Card,Biletix
TXN0396,2025-06-20,Expense,Food,Restaurant,-108.02,Cash,Local Cafe
TXN0397,2025-06-21,Expense,Food,Groceries,-196.38,Debit Card,Local Cafe
TXN0398,2025-06-22,Expense,Health,Pharmacy,-193.01,Cash,Eczane
TXN0401,2025-06-23,Expense,Transportation,Fuel,-231.11,Debit Card,Ankara EGO
TXN0399,2025-06-23,Expense,Shopping,Electronics,-519.95,Cash,Zara
TXN0400,2025-06-23,Expense,Personal Care,Cosmetics,-249.01,Cash,Sephora
TXN0402,2025-06-24,Expense,Shopping,Electronics,-456.47,Debit Card,MediaMarkt
TXN0403,2025-06-25,Expense,Savings,Gold,-399.57,Debit Card,IsYatirim
TXN0404,2025-06-25,Expense,Food,Restaurant,-210.32,Cash,Getir
TXN0405,2025-06-26,Expense,Transportation,Public Transport,-216.49,Debit Card,Petrol Ofisi
TXN0406,2025-06-26,Expense,Food,Cafe,-57.04,Credit Card,Local Cafe
TXN0407,2025-06-26,Expense,Education,Book,-232.01,Credit Card,D&R
TXN0408,2025-06-26,Expense,Shopping,Electronics,-387.35,Cash,IKEA
TXN0409,2025-06-29,Expense,Transportation,Taxi,-249.11,Debit Card,BiTaksi
TXN0410,2025-06-29,Expense,Shopping,Home,-187.59,Credit Card,Trendyol
TXN0411,2025-06-29,Expense,Transportation,Fuel,-29.78,Credit Card,Ankara EGO
TXN0412,2025-06-30,Expense,food,Restaurant,-159.94,Cash,Starbucks
TXN0413,2025-07-01,Income,Salary,Monthly Salary,33363.42,Bank Transfer,TechCorp A.S.
TXN0415,2025-07-01,Expense,Savings,FX,-1268.4,Cash,IsYatirim
TXN0414,2025-07-01,Expense,Housing,Rent,-8500.0,Bank Transfer,Landlord
TXN0416,2025-07-03,Expense,Shopping,Electronics,-81.28,Debit Card,Trendyol
TXN0417,2025-07-03,Expense,Entertainment,Streaming,-194.82,Debit Card,Spotify
TXN0418,2025-07-03,Expense,Food,Cafe,-156.6,Credit Card,CarrefourSA
TXN0419,2025-07-03,Expense,Entertainment,Concert,-44.62,Cash,Cinemaximum
TXN0420,2025-07-03,Expense,Food,Restaurant,-271.73,Debit Card,Getir
TXN0421,2025-07-03,Expense,Transportation,Fuel,-218.06,Cash,Ankara EGO
TXN0422,2025-07-04,Expense,Food,Cafe,-115.6,Debit Card,Getir
TXN0423,2025-07-04,Expense,Food,Cafe,-143.46,Cash,Local Cafe
TXN0424,2025-07-04,Expense,Utilities,Phone,-157.2,Cash,Turkcell
TXN0425,2025-07-04,Expense,Food,Groceries,-174.39,Credit Card,Starbucks
TXN0427,2025-07-05,Expense,Food,Cafe,-161.56,Cash,CarrefourSA
TXN0429,2025-07-05,Expense,Food,Groceries,-133.28,Debit Card,Getir
TXN0426,2025-07-05,Expense,Shopping,Electronics,-470.39,Credit Card,IKEA
TXN0428,2025-07-05,Expense,Food,Restaurant,-267.3,Debit Card,Getir
TXN0430,2025-07-06,Expense,Entertainment,Concert,-558.92,Credit Card,Spotify
TXN0431,2025-07-06,Expense,Personal Care,Cosmetics,-426.77,Debit Card,Sephora
TXN0432,2025-07-06,Expense,Shopping,Clothing,-389.72,Cash,IKEA
TXN0434,2025-07-07,Expense,Transportation,Taxi,-70.67,Cash,BiTaksi
TXN0433,2025-07-07,Expense,Utilities,Water,-97.28,Credit Card,Superonline
TXN0435,2025-07-07,Expense,Utilities,Electricity,-143.18,Credit Card,Turkcell
TXN0436,2025-07-07,Expense,Utilities,Internet,-171.13,Cash,ASKI
TXN0438,2025-07-08,Expense,Transportation,Taxi,-178.86,Cash,BiTaksi
TXN0437,2025-07-08,Expense,Transportation,Fuel,-237.55,Cash,Petrol Ofisi
TXN0439,2025-07-09,Expense,Food,Cafe,-33.4,Debit Card,Getir
TXN0440,2025-07-09,Expense,Food,Groceries,-134.33,Debit Card,CarrefourSA
TXN0441,2025-07-10,Expense,Shopping,Home,-374.45,Debit Card,Zara
TXN0442,2025-07-12,Expense,Transportation,Taxi,-52.79,Cash,Petrol Ofisi
TXN0443,2025-07-12,Expense,Savings,FX,-893.92,Credit Card,IsYatirim
TXN0444,2025-07-13,Income,Freelance,Freelance Project,5669.33,Bank Transfer,Direct Client
TXN0445,2025-07-14,Expense,Food,Restaurant,-89.79,Credit Card,CarrefourSA
TXN0446,2025-07-14,Expense,Food,Restaurant,-237.08,Debit Card,CarrefourSA
TXN0451,2025-07-15,Expense,Entertainment,Cinema,-483.83,Cash,Spotify
TXN0450,2025-07-15,Expense,Transportation,Taxi,-178.86,Debit Card,Shell
TXN0448,2025-07-15,Expense,Education,Course,-222.18,Cash,D&R
TXN0447,2025-07-15,Expense,Transportation,Taxi,-379.32,Credit Card,BiTaksi
TXN0449,2025-07-15,Expense,Food,Cafe,-71.97,Credit Card,Migros
TXN0453,2025-07-16,Expense,Food,Cafe,-209.97,Credit Card,Getir
TXN0454,2025-07-16,Expense,Transportation,Public Transport,-226.87,Debit Card,
TXN0452,2025-07-16,Expense,Education,Course,-432.53,Cash,Udemy
TXN0455,2025-07-18,Expense,Food,Groceries,-188.14,Debit Card,CarrefourSA
TXN0456,2025-07-18,Expense,Health,Pharmacy,-168.3,Cash,Medical Park
TXN0457,2025-07-18,Expense,Savings,Mutual Fund,-665.41,Cash,Garanti BBVA
TXN0458,2025-07-18,Expense,Transportation,Public Transport,-35.8,Cash,Shell
TXN0459,2025-07-18,Expense,Transportation,Public Transport,-313.8,Cash,Shell
TXN0459,2025-07-18,Expense,Transportation,Public Transport,-313.8,Cash,Shell
TXN0460,2025-07-19,Expense,Education,Course,-310.07,Credit Card,Coursera
TXN0461,2025-07-19,Expense,Shopping,Home,-406.37,Cash,Zara
TXN0462,2025-07-19,Expense,Food,Cafe,-200.16,Credit Card,CarrefourSA
TXN0463,2025-07-20,Expense,Entertainment,Cinema,-499.65,Cash,Cinemaximum
TXN0466,2025-07-21,Expense,Entertainment,Concert,-493.74,Credit Card,Spotify
TXN0464,2025-07-21,Expense,Transportation,Taxi,-240.72,Cash,Ankara EGO
TXN0465,2025-07-21,Expense,Entertainment,Cinema,-62.61,Credit Card,Spotify
TXN0468,2025-07-22,Expense,Education,Course,-445.57,Cash,Coursera
TXN0467,2025-07-22,Expense,Food,Cafe,-256.76,Cash,Migros
TXN0469,2025-07-23,Expense,Entertainment,Streaming,-342.71,Cash,Cinemaximum
TXN0470,2025-07-23,Expense,Food,Restaurant,-148.63,Debit Card,Getir
TXN0471,2025-07-23,Expense,Health,Doctor,-240.54,Debit Card,Medical Park
TXN0474,2025-07-24,Expense,Transportation,Fuel,-151.28,Cash,BiTaksi
TXN0472,2025-07-24,Expense,Shopping,Home,-567.19,Credit Card,MediaMarkt
TXN0473,2025-07-24,Expense,Food,Restaurant,-166.03,Debit Card,Local Cafe
TXN0475,2025-07-25,Expense,Health,Pharmacy,-132.0,Cash,Eczane
TXN0476,2025-07-25,Expense,Transportation,Fuel,-285.3,Debit Card,Petrol Ofisi
TXN0477,2025-07-25,Expense,food,Restaurant,-221.12,Debit Card,CarrefourSA
TXN0478,2025-07-26,Expense,Shopping,Home,-449.49,Cash,Trendyol
TXN0479,2025-07-26,Expense,Food,Cafe,-170.52,Credit Card,Getir
TXN0480,2025-07-26,Expense,Food,Groceries,-192.47,Debit Card,Getir
TXN0481,2025-07-26,Expense,Food,Groceries,-74.91,Credit Card,Getir
TXN0482,2025-07-27,Expense,Savings,Mutual Fund,-386.74,Cash,Garanti BBVA
TXN0483,2025-07-27,Expense,Shopping,Home,-432.76,Cash,MediaMarkt
TXN0484,2025-07-28,Expense,Shopping,Home,-503.35,Cash,MediaMarkt
TXN0485,2025-07-29,Expense,Transportation,Fuel,-262.73,Debit Card,Petrol Ofisi
TXN0487,2025-07-29,Expense,Food,Groceries,-170.28,,Migros
TXN0486,2025-07-29,Expense,Food,Cafe,-68.76,Debit Card,Getir
TXN0488,2025-07-30,Expense,Food,Cafe,-168.73,Debit Card,Starbucks
TXN0490,2025-07-31,Expense,Transportation,Public Transport,-175.33,Credit Card,Petrol Ofisi
TXN0489,2025-07-31,Expense,Food,Cafe,-223.42,Debit Card,CarrefourSA
TXN0491,2025-08-01,Expense,Housing,Rent,-8500.0,Bank Transfer,Landlord
TXN0492,2025-08-01,Expense,Shopping,Electronics,-567.09,Debit Card,IKEA
TXN0493,2025-08-01,Income,Salary,Monthly Salary,32305.68,Bank Transfer,TechCorp A.S.
TXN0494,2025-08-02,Expense,Savings,Gold,-1297.17,,IsYatirim
TXN0495,2025-08-03,Expense,Food,Groceries,-167.31,Cash,Getir
TXN0496,2025-08-04,Expense,Health,Doctor,-96.65,Debit Card,Acibadem
TXN0497,2025-08-04,Expense,Utilities,Phone,-49.28,Credit Card,Superonline
TXN0498,2025-08-04,Expense,Entertainment,Concert,-295.63,Debit Card,Netflix
TXN0501,2025-08-07,Expense,Savings,Mutual Fund,-1197.21,Cash,Garanti BBVA
TXN0502,2025-08-07,Expense,Utilities,Internet,-70.42,Cash,ASKI
TXN0499,2025-08-07,Expense,Shopping,Clothing,-65.22,Credit Card,Zara
TXN0500,2025-08-07,Expense,Food,Cafe,-144.89,Credit Card,Local Cafe
TXN0504,2025-08-08,Expense,Shopping,Home,-60.59,Debit Card,Zara
TXN0503,2025-08-08,Expense,Utilities,Water,-104.68,Debit Card,Enerjisa
TXN0506,2025-08-08,Expense,Transportation,Fuel,-123.76,Credit Card,Ankara EGO
TXN0505,2025-08-08,Expense,Food,Restaurant,-168.37,Credit Card,Getir
TXN0507,2025-08-08,Expense,Entertainment,Concert,-192.46,Debit Card,Biletix
TXN0508,2025-08-10,Expense,food,Cafe,-231.06,Cash,CarrefourSA
TXN0509,2025-08-11,Expense,Utilities,Electricity,-168.61,Cash,Enerjisa
TXN0513,2025-08-12,Expense,Health,Doctor,-112.25,Cash,Medical Park
TXN0512,2025-08-12,Expense,Food,Cafe,-114.7,Credit Card,Getir
TXN0510,2025-08-12,Expense,Shopping,Electronics,-313.81,Debit Card,Zara
TXN0511,2025-08-12,Expense,Savings,Mutual Fund,-1194.64,Debit Card,Garanti BBVA
TXN0514,2025-08-13,Expense,Transportation,Taxi,-196.85,Cash,Shell
TXN0515,2025-08-13,Expense,Entertainment,Concert,-233.55,Debit Card,Spotify
TXN0516,2025-08-13,Expense,Food,Groceries,-56.44,Debit Card,Migros
TXN0518,2025-08-13,Expense,Food,Groceries,-210.98,Cash,Starbucks
TXN0517,2025-08-13,Expense,Savings,Gold,-509.88,Cash,IsYatirim
TXN0519,2025-08-16,Expense,Transportation,Taxi,-197.0,Credit Card,BiTaksi
TXN0520,2025-08-17,Expense,Entertainment,Cinema,-209.47,Credit Card,Spotify
TXN0521,2025-08-18,Expense,Savings,FX,-380.25,Cash,Garanti BBVA
TXN0522,2025-08-18,Expense,Food,Restaurant,-102.18,Debit Card,Starbucks
TXN0523,2025-08-18,Expense,Food,Groceries,-271.06,Debit Card,CarrefourSA
TXN0524,2025-08-19,Expense,Education,Book,-742.92,Debit Card,Coursera
TXN0525,2025-08-19,Expense,Education,Book,-581.79,Cash,D&R
TXN0529,2025-08-20,Expense,Transportation,Public Transport,-54.55,Cash,Shell
TXN0528,2025-08-20,Expense,Food,Cafe,-20.57,Debit Card,Getir
TXN0527,2025-08-20,Expense,Food,Cafe,-279.29,Cash,Starbucks
TXN0526,2025-08-20,Expense,Health,Pharmacy,-190.69,Cash,Acibadem
TXN0530,2025-08-20,Expense,Food,Groceries,-218.77,Debit Card,Local Cafe
TXN0531,2025-08-21,Expense,Entertainment,Streaming,-241.46,Credit Card,Spotify
TXN0533,2025-08-21,Expense,Personal Care,Cosmetics,-50.99,Cash,Sephora
TXN0532,2025-08-21,Expense,Food,Groceries,-224.84,Cash,CarrefourSA
TXN0534,2025-08-22,Expense,Food,Restaurant,-276.85,Cash,Local Cafe
TXN0535,2025-08-22,Expense,Entertainment,Cinema,-541.83,Cash,Spotify
TXN0536,2025-08-23,Expense,Education,Course,-482.37,Cash,Coursera
TXN0537,2025-08-23,Expense,Food,Restaurant,-266.69,Debit Card,Migros
TXN0538,2025-08-24,Expense,Food,Restaurant,-196.07,Cash,CarrefourSA
TXN0539,2025-08-25,Expense,Education,Course,-702.18,Debit Card,D&R
TXN0540,2025-08-26,Expense,Education,Book,-435.67,Credit Card,D&R
TXN0541,2025-08-26,Expense,Savings,FX,-1166.39,Cash,IsYatirim
TXN0543,2025-08-27,Expense,Transportation,Fuel,-378.88,Credit Card,BiTaksi
TXN0542,2025-08-27,Expense,Transportation,Taxi,-210.65,Cash,Ankara EGO
TXN0544,2025-08-27,Expense,Entertainment,Cinema,-177.01,Cash,Cinemaximum
TXN0545,2025-08-29,Expense,Food,Groceries,-203.81,Cash,CarrefourSA
TXN0546,2025-08-29,Expense,Entertainment,Cinema,-132.77,Cash,Cinemaximum
TXN0547,2025-08-30,Expense,Savings,Mutual Fund,-1005.78,Cash,IsYatirim
TXN0548,2025-08-30,Expense,Health,Pharmacy,-212.09,Cash,Eczane
TXN0549,2025-08-30,Expense,Food,Cafe,-257.97,Credit Card,CarrefourSA
TXN0550,2025-08-30,Expense,Shopping,Clothing,-302.24,Credit Card,IKEA
TXN0551,2025-08-31,Expense,Food,Groceries,-242.96,Credit Card,CarrefourSA
TXN0552,2025-09-01,Expense,Education,Book,-279.88,Debit Card,Udemy
TXN0553,2025-09-01,Expense,Shopping,Clothing,-283.8,Cash,IKEA
TXN0554,2025-09-01,Expense,Transportation,Fuel,-217.94,Cash,BiTaksi
TXN0555,2025-09-01,Income,Salary,Monthly Salary,32256.78,Bank Transfer,TechCorp A.S.
TXN0556,2025-09-01,Expense,Housing,Rent,-8500.0,Bank Transfer,Landlord
TXN0557,2025-09-02,Expense,Health,Pharmacy,-61.44,Cash,Eczane
TXN0558,2025-09-02,Expense,Health,Pharmacy,-189.53,Cash,Acibadem
TXN0559,2025-09-02,Expense,Shopping,Electronics,-214.12,Credit Card,MediaMarkt
TXN0562,2025-09-03,Expense,Entertainment,Cinema,-78.26,Debit Card,Netflix
TXN0561,2025-09-03,Expense,Food,Restaurant,-55.68,Credit Card,Starbucks
TXN0560,2025-09-03,Expense,Entertainment,Concert,-256.05,,Biletix
TXN0563,2025-09-03,Expense,Transportation,Public Transport,-92.23,Cash,BiTaksi
TXN0565,2025-09-05,Expense,Food,Cafe,-97.33,Credit Card,Starbucks
TXN0566,2025-09-05,Expense,Transportation,Fuel,-206.33,Debit Card,Petrol Ofisi
TXN0567,2025-09-05,Expense,Health,Doctor,-193.11,Debit Card,Eczane
TXN0564,2025-09-05,Expense,Transportation,Taxi,-100.41,Credit Card,BiTaksi
TXN0568,2025-09-06,Expense,Food,Restaurant,-208.29,Debit Card,Starbucks
TXN0569,2025-09-06,Expense,Food,Groceries,-40.06,Credit Card,Getir
TXN0570,2025-09-06,Expense,Shopping,Electronics,-101.84,Debit Card,IKEA
TXN0571,2025-09-07,Expense,Entertainment,Streaming,-382.76,Credit Card,Netflix
TXN0572,2025-09-07,Expense,Personal Care,Cosmetics,-318.52,Credit Card,Beauty Salon
TXN0573,2025-09-07,Expense,Utilities,Internet,-92.36,Debit Card,Turkcell
TXN0576,2025-09-08,Expense,Food,Restaurant,-203.9,Debit Card,Starbucks
TXN0574,2025-09-08,Expense,Entertainment,Concert,-278.71,Cash,Cinemaximum
TXN0575,2025-09-08,Expense,Food,Cafe,-226.93,Credit Card,Migros
TXN0577,2025-09-09,Expense,Food,Cafe,-59.45,Cash,Migros
TXN0578,2025-09-10,Expense,Entertainment,Streaming,-41.13,Credit Card,Biletix
TXN0579,2025-09-10,Expense,Savings,FX,-401.43,Debit Card,Garanti BBVA
TXN0584,2025-09-11,Expense,Food,Cafe,-247.95,Credit Card,CarrefourSA
TXN0581,2025-09-11,Expense,Utilities,Phone,-99.58,Credit Card,ASKI
TXN0580,2025-09-11,Expense,Food,Restaurant,-29.54,Credit Card,Local Cafe
TXN0582,2025-09-11,Expense,Transportation,Fuel,-184.09,Credit Card,Petrol Ofisi
TXN0583,2025-09-11,Expense,Utilities,Water,-141.35,Cash,ASKI
TXN0585,2025-09-11,Expense,Utilities,Electricity,-60.2,Credit Card,Superonline
TXN0589,2025-09-12,Expense,Food,Cafe,-64.93,Credit Card,Starbucks
TXN0590,2025-09-12,Expense,Transportation,Taxi,-216.83,Debit Card,Petrol Ofisi
TXN0591,2025-09-12,Expense,Food,Groceries,-236.19,Credit Card,CarrefourSA
TXN0587,2025-09-12,Expense,Shopping,Clothing,-265.31,Cash,Trendyol
TXN0586,2025-09-12,Expense,Personal Care,Cosmetics,-211.84,Cash,Gratis
TXN0588,2025-09-12,Expense,Savings,FX,-907.06,Debit Card,IsYatirim
TXN0592,2025-09-13,Expense,Entertainment,Streaming,-330.38,Debit Card,Spotify
TXN0593,2025-09-13,Expense,Savings,Mutual Fund,-865.86,Credit Card,Garanti BBVA
TXN0594,2025-09-13,Expense,Entertainment,Concert,-134.36,Debit Card,Cinemaximum
TXN0595,2025-09-14,Expense,Food,Groceries,-46.91,Debit Card,Starbucks
TXN0596,2025-09-14,Expense,Food,Groceries,-205.53,Debit Card,Getir
TXN0600,2025-09-15,Expense,Food,Cafe,-177.71,Debit Card,CarrefourSA
TXN0599,2025-09-15,Expense,Transportation,Public Transport,-114.35,Credit Card,Shell
TXN0597,2025-09-15,Expense,Health,Pharmacy,-206.33,Cash,Acibadem
TXN0598,2025-09-15,Expense,Entertainment,Streaming,-375.13,Debit Card,Netflix
TXN0602,2025-09-16,Expense,Transportation,Fuel,-169.59,Credit Card,Ankara EGO
TXN0603,2025-09-16,Expense,Transportation,Fuel,-79.11,Debit Card,Shell
TXN0604,2025-09-16,Expense,Savings,FX,-374.87,Debit Card,IsYatirim
TXN0605,2025-09-16,Expense,Entertainment,Streaming,-294.57,Debit Card,Netflix
TXN0601,2025-09-16,Expense,Food,Restaurant,-157.89,Credit Card,Migros
TXN0606,2025-09-17,Expense,Food,Restaurant,-248.61,Debit Card,Migros
TXN0607,2025-09-17,Expense,Health,Pharmacy,-117.61,Cash,Medical Park
TXN0608,2025-09-17,Expense,Shopping,Home,-475.37,Credit Card,IKEA
TXN0611,2025-09-18,Expense,Shopping,Electronics,-589.33,Credit Card,IKEA
TXN0609,2025-09-18,Expense,Entertainment,Concert,-226.83,Credit Card,Cinemaximum
TXN0610,2025-09-18,Expense,Food,Restaurant,-188.0,Credit Card,CarrefourSA
TXN0612,2025-09-19,Expense,Shopping,Clothing,-121.57,Credit Card,MediaMarkt
TXN0613,2025-09-19,Expense,Food,Restaurant,-22.75,Credit Card,Local Cafe
TXN0614,2025-09-20,Expense,Transportation,Fuel,-108.79,Credit Card,Shell
TXN0615,2025-09-20,Expense,Entertainment,Cinema,-426.8,Credit Card,Spotify
TXN0616,2025-09-20,Expense,Food,Cafe,-243.78,Cash,Local Cafe
TXN0619,2025-09-21,Expense,Food,Groceries,-92.57,Debit Card,Starbucks
TXN0620,2025-09-21,Expense,Shopping,Clothing,-160.93,Debit Card,Trendyol
TXN0617,2025-09-21,Expense,Transportation,Public Transport,-21.14,Debit Card,Petrol Ofisi
TXN0618,2025-09-21,Expense,Personal Care,Haircut,-435.11,Debit Card,Beauty Salon
TXN0621,2025-09-22,Expense,Health,Doctor,-127.26,Cash,Eczane
TXN0622,2025-09-22,Expense,Transportation,Public Transport,-225.05,Cash,Petrol Ofisi
TXN0623,2025-09-23,Expense,Transportation,Taxi,-101.91,Cash,Ankara EGO
TXN0624,2025-09-24,Expense,Food,Cafe,-128.14,Cash,Getir
TXN0625,2025-09-24,Expense,Food,Cafe,-198.82,Debit Card,Getir
TXN0626,2025-09-26,Expense,Entertainment,Streaming,-150.9,Debit Card,Spotify
TXN0627,2025-09-26,Expense,Shopping,Home,-139.8,Cash,IKEA
TXN0628,2025-09-26,Expense,Food,Restaurant,-77.61,Credit Card,CarrefourSA
TXN0631,2025-09-28,Expense,Savings,Gold,-1233.92,Credit Card,Garanti BBVA
TXN0630,2025-09-28,Expense,Food,Cafe,-262.26,Credit Card,CarrefourSA
TXN0629,2025-09-28,Expense,Education,Course,-679.9,Cash,Udemy
TXN0632,2025-09-29,Expense,Transportation,Taxi,-273.1,Credit Card,Ankara EGO
TXN0633,2025-09-29,Expense,Food,Cafe,-131.85,Cash,Local Cafe
TXN0634,2025-10-01,Expense,Transportation,Public Transport,-246.18,Credit Card,Petrol Ofisi
TXN0635,2025-10-01,Expense,Housing,Rent,-8500.0,Bank Transfer,Landlord
TXN0636,2025-10-01,Income,Salary,Monthly Salary,32676.17,Bank Transfer,TechCorp A.S.
TXN0637,2025-10-02,Expense,Shopping,Electronics,-317.18,Credit Card,Trendyol
TXN0638,2025-10-03,Expense,Food,Cafe,-209.13,Credit Card,Migros
TXN0639,2025-10-03,Expense,Utilities,Water,-68.98,Debit Card,Enerjisa
TXN0640,2025-10-03,Expense,Savings,Mutual Fund,-946.56,Credit Card,Garanti BBVA
TXN0642,2025-10-04,Expense,Food,Restaurant,-66.4,Cash,Migros
TXN0641,2025-10-04,Expense,Savings,Mutual Fund,-822.04,Debit Card,Garanti BBVA
TXN0644,2025-10-04,Expense,Food,Restaurant,-81.76,Credit Card,CarrefourSA
TXN0643,2025-10-04,Expense,Utilities,Internet,-108.2,Cash,Turkcell
TXN0645,2025-10-05,Expense,Personal Care,Haircut,-62.69,Debit Card,Gratis
TXN0651,2025-10-06,Expense,Entertainment,Streaming,-419.73,Debit Card,Spotify
TXN0646,2025-10-06,Expense,Entertainment,Concert,-190.94,Debit Card,Netflix
